2022-05-20 19:05:221 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-20 19:05:298 INFO  ShoppingCartPage :24 - Clicking on Checkout Button: [[ChromeDriver: chrome on WINDOWS (fdb98245bca3c9de6154ac04af409bd5)] -> xpath: //button[@id='checkout']]
2022-05-20 19:05:392 INFO  CheckOutPage :47 - Entering First Name: firstname[[ChromeDriver: chrome on WINDOWS (fdb98245bca3c9de6154ac04af409bd5)] -> xpath: //input[@id='first-name']]
2022-05-20 19:05:467 INFO  CheckOutPage :52 - Entering Last Name: lastname[[ChromeDriver: chrome on WINDOWS (fdb98245bca3c9de6154ac04af409bd5)] -> xpath: //input[@id='last-name']]
2022-05-20 19:05:537 INFO  CheckOutPage :57 - Entering PostCode: postcode[[ChromeDriver: chrome on WINDOWS (fdb98245bca3c9de6154ac04af409bd5)] -> xpath: //input[@id='postal-code']]
2022-05-20 19:05:614 INFO  CheckOutPage :62 - Clicking on Continue Button: [[ChromeDriver: chrome on WINDOWS (fdb98245bca3c9de6154ac04af409bd5)] -> xpath: //input[@id='continue']]
2022-05-20 19:05:685 INFO  CheckOutPage :67 - Clicking on Finish Button: [[ChromeDriver: chrome on WINDOWS (fdb98245bca3c9de6154ac04af409bd5)] -> xpath: //button[@id='finish']]
2022-05-20 19:05:346 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-20 19:05:453 INFO  LoginPage :34 - Enter usernameField: standard_user[[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> id: user-name]
2022-05-20 19:05:524 INFO  LoginPage :39 - Enter passwordField: secret_sauce[[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> id: password]
2022-05-20 19:05:633 INFO  LoginPage :44 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> id: login-button]
2022-05-20 19:05:761 INFO  InventoryPage :44 - Selecting by: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //select[@class='product_sort_container']]
2022-05-20 19:05:828 INFO  InventoryPage :54 - Adding Cheapest Product to cart: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-05-20 19:05:876 INFO  InventoryPage :49 - Adding Costliest Product to cart: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //button[@id='add-to-cart-sauce-labs-fleece-jacket']]
2022-05-20 19:05:23 INFO  InventoryPage :59 - Clicking on Shopping Cart: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //a[@class='shopping_cart_link']]
2022-05-20 19:05:126 INFO  ShoppingCartPage :24 - Clicking on Checkout Button: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //button[@id='checkout']]
2022-05-20 19:05:241 INFO  CheckOutPage :47 - Entering First Name: firstname[[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //input[@id='first-name']]
2022-05-20 19:05:320 INFO  CheckOutPage :52 - Entering Last Name: lastname[[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //input[@id='last-name']]
2022-05-20 19:05:391 INFO  CheckOutPage :57 - Entering PostCode: postcode[[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //input[@id='postal-code']]
2022-05-20 19:05:477 INFO  CheckOutPage :62 - Clicking on Continue Button: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //input[@id='continue']]
2022-05-20 19:05:543 INFO  CheckOutPage :67 - Clicking on Finish Button: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //button[@id='finish']]
2022-05-20 19:05:572 INFO  CheckOutPage :71 - Getting text from: [[ChromeDriver: chrome on WINDOWS (faafa01ac2bf36cfbe80774d11fa8e07)] -> xpath: //h2[contains(text(),'THANK YOU FOR YOUR ORDER')]]
